id,trigger,conditions,script,text,options,notes
TradePanelFlavorText_HelmPlanet6Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == helm_market
$player.transponderOn == false
$stability == 6","AddText ""You land a fair distance away from the civilization and prepare for a long treck on foot, if your intel is coorect there's a gap in the security of this side of the base."" marketFlavorTextColor

AddText ""The treck is entirely uneventful."" marketFlavorTextColor",,,
TradePanelFlavorText_HelmPlanet7Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == helm_market
$player.transponderOn == false
$stability == 7","AddText ""You land a fair distance away from the civilization and prepare for a long treck on foot, if your intel is coorect there's a gap in the security of this side of the base."" marketFlavorTextColor

AddText ""The treck is entirely uneventful."" marketFlavorTextColor",,,
TradePanelFlavorText_HelmPlanet8Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == helm_market
$player.transponderOn == false
$stability == 8","AddText ""You land a fair distance away from the civilization and prepare for a long treck on foot, if your intel is coorect there's a gap in the security of this side of the base."" marketFlavorTextColor

AddText ""The treck is entirely uneventful."" marketFlavorTextColor",,,
TradePanelFlavorText_HelmPlanet9Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == helm_market
$player.transponderOn == false
$stability == 9","AddText ""You land a fair distance away from the civilization and prepare for a long treck on foot, if your intel is coorect there's a gap in the security of this side of the base."" marketFlavorTextColor

AddText ""The treck is entirely uneventful."" marketFlavorTextColor",,,
TradePanelFlavorText_HelmPlanet10Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == helm_market
$player.transponderOn == false
$stability == 10","AddText ""You land a fair distance away from the civilization and prepare for a long treck on foot, if your intel is coorect there's a gap in the security of this side of the base."" marketFlavorTextColor

AddText ""The treck is entirely uneventful."" marketFlavorTextColor",,,
#Executor dialogue
,,,,,,
#Director dialogue
Kang_Director_Bar_Encounter_Guard,DialogOptionSelected,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == true
$stability >= 4
$option == marketVisitBar
!$faction.startedDirectorBarEvent","BeginConversation hal_nimun
$faction.startedDirectorBarEvent = true","As you peruse around the bar some kind of officer approaches you, he's wearing a uniform you've seen the military use but with yellow engravings instead of the usual white.

He stares you down and says: ""The Prime Economic Director has requested your presence. Effective immediately.""","Kang_Director_Bat_Encounter_Guard_Yes:""Uhh, Sure.""
Kang_Director_Bat_Encounter_Guard_Who:""Who are you?""
Kang_Director_Bat_Encounter_Guard_No1:""And if i refuse?""
",
Kang_Director_Bat_Encounter_Guard_Who,DialogOptionSelected,"$option == Kang_Director_Bat_Encounter_Guard_Who","RemoveOption Kang_Director_Bat_Encounter_Guard_Who","""I'm $personName, the Director's assigned Harbinger... I manage her security detachments."" He stares at you again. ""And I'm occasionally sent to bring in outsiders she has interest in.""",,
Kang_Director_Bat_Encounter_Guard_No1,DialogOptionSelected,$option == Kang_Director_Bat_Encounter_Guard_No1,AdjustRepActivePerson -10,"The Harbinger looks annoyed, ""One of the leaders of our nation has summoned you, I am dragging you there one way or another.""

""And don't think about trying to run, even if you get past the security detachment outside you won't be able to launch your $shipOrFleet whith the port doors closed."" He pauses for a second as if contemplating something.

""and trying to blow them open will just cause a cave in.""","Kang_Director_bat_Encounter_Team:""You sent an entire team just for me?""",
Kang_Director_bat_Encounter_Team_Standard,DialogOptionSelected,$option == Kang_Director_bat_Encounter_Team,,"""Outsiders tend to cause trouble.""

""I am telling you about the doors for a reason.""","Kang_Director_Bat_Encounter_Guard_Yes:""Let's just go.""",
Kang_Director_bat_Encounter_Team_Fleet,DialogOptionSelected,"$option == Kang_Director_bat_Encounter_Team
$player.fleetPoints >= 120",,"""With a fleet like yours you think we are gonna treat you like you are some random smuggler?""","Kang_Director_Bat_Encounter_Guard_Yes:""Let's just go.""",
Kang_Director_bat_Encounter_Team_Plant,DialogOptionSelected,"$option == Kang_Director_bat_Encounter_Team
$player.numColonies > 0",,"""You own an entire planet and think we are gonna treat you like you are some random smuggler?""","Kang_Director_Bat_Encounter_Guard_Yes:""Let's just go.""",
Kang_Director_bat_Encounter_Team_Story,DialogOptionSelected,"$option == Kang_Director_bat_Encounter_Team
$global.gatesActive",,"""We know who you are, we know you've been causing havok on the core worlds for Galatia academy.""","Kang_Director_Bat_Encounter_Guard_Yes:""Let's just go.""",
Kang_Director_Bat_Encounter_Guard_Yes,DialogOptionSelected,$option == Kang_Director_Bat_Encounter_Guard_Yes,ShowLargePlanet,"You follow $personName out of the bar and walk along the makeshift walkways and small tunnels that connect the different parts of Loke.

You must have walked for a good twenty minutes in complete silence before arriving at one of the larger and more imposing buildings on the site.

The Harbinger speedingly gets you past reception and into the Director's ofice.","Kang_Prime_Director_FirstEncounter:Continue",
Kang_Prime_Director_FirstEncounter,DialogOptionSelected,$option == Kang_Prime_Director_FirstEncounter,BeginConversation ash_uker,"The room is fairly cluttered for an office, there's bookshelves filled with physical books you don't recognize, there's several potted plants, an entire bike on one of the walls and there's a vintage monitor and an actual physical map on the office's desk.

A tall wonam quickly turns off her off-brand datapad and sits on the desks' chair. ""Ah, you must be $playerName!""","Kang_Prime_Director_FirstEncounterNice:""The Economic Director I presume?""
Kang_Prime_Director_FirstEncounterSad:""Your guy forced me to be here.""",
Kang_Prime_Director_FirstEncounterNice,DialogOptionSelected,$option == Kang_Prime_Director_FirstEncounterNice,,"%personName at your service. we've been looking for you."" She sits on her chair.",Kang_Prime_Director_FirstEncounter_2:Continue,
Kang_Prime_Director_FirstEncounterSad,DialogOptionSelected,$option == Kang_Prime_Director_FirstEncounterSad,,"""Has he now? I apoligize if he was harsh, oportunitities like this are rare for us, you see."" She sits on her chair.","Kang_Prime_Director_FirstEncounter_2:Continue",
Kang_Prime_Director_FirstEncounter_2,DialogOptionSelected,$option == Kang_Prime_Director_FirstEncounter_2,"SetPersonHidden ash_uker false
AddPotentialContact ash_uker","""We don't get outsiders often, even less so independent individuals, so I sent Hal to bring you here while you were still available.

You see, I want to construct a future for the Kang Charter, one where we don't suffer shortages of essential materials and one where our citizens are well protected against all threats."" You are getting somewhat distracted by the lively hand gestures she has begun doing.

""Of course, you can't build up a nation on hopes and dreams, we need reliable trade routes so we can export our exesses and import materials we don't have here. We have some trade agreements with some of the minor factions but I need independent traders, those unmarred by the factional struggles, those who can be relied on no matter what happens with the mayor powers.

This is where you come in."" she says with a grin on her face, ""Here's my contact information, I'll give you jobs for you to do whenever you call... and that's it. No long term commitments, pretty sweet deal, right?""","Kang_Prime_Director_FirstEncounterEnd1:""Sure""
Kang_Prime_Director_FirstEncounterEnd2:""I'm not so sure about that.""",
Kang_Prime_Director_FirstEncounterEnd1,DialogOptionSelected,$option == Kang_Prime_Director_FirstEncounterEnd1,"AdjustRepActivePerson 2
EndConversation DO_NOT_FIRE","""Great! I knew I could count on you.""

For now, I have kept you long enough, you should get back to your business.""

You exit the room and are wordlessly escorted out of the building by the Harbinger.",defaultLeave:Leave,
Kang_Prime_Director_FirstEncounterEnd2,DialogOptionSelected,$option == Kang_Prime_Director_FirstEncounterEnd2,EndConversation DO_NOT_FIRE,"""That's unfortunate. Well, the offer is still open if you change your mind later.

I have kept you long enough, you should get back to your business.""

You exit the room and are wordlessly escorted out of the building by the Harbinger.",defaultLeave:Leave,
#Counselor dialogue
Kang_Counselor_Bar_Encounter_Start,DialogOptionSelected,"$faction.id == kangcharter
$market.id == vurmun_market
$stability >= 6
$option == marketVisitBar
!$faction.startedCounselorBarEvent","BeginConversation zarek_yu
$faction.startedCounselorBarEvent = true","You sit on one of the empty tables, as you evaluate the place a man in formal wear approaches you, ""$playerName, right?""","Kang_Counselor_Bar_Encounter_Yes:""Yes""
Kang_Counselor_Bar_Encounter_No:""No""",
Kang_Counselor_Bar_Encounter_Yes,DialogOptionSelected,$option == Kang_Counselor_Bar_Encounter_Yes,,"""I'm $personName, prime info guy, I'm here to personally pass you my contact details, you and me can benefit each other, and i think you can see that.""","Kang_Counselor_Bar_Encounter_EndGood:""Sounds good.""
Kang_Counselor_Bar_Encounter_EndBad:""No thanks.""",
Kang_Counselor_Bar_Encounter_No,DialogOptionSelected,$option == Kang_Counselor_Bar_Encounter_No,AdjustRepActivePerson -2,"""Real funny, $playerLastName.

I'm $personName, Prime Intellicence Councelor. I'm here to personally pass you my contact details, you and me can benefit each other, and I think you can see that.""","Kang_Counselor_Bar_Encounter_EndGood:""Agreed.""
Kang_Counselor_Bar_Encounter_EndBad:""Not interested.""",
Kang_Counselor_Bar_Encounter_EndBad,DialogOptionSelected,$option == Kang_Counselor_Bar_Encounter_EndBad,"SetPersonHidden zarek_yu false
AddPotentialContact zarek_yu
EndConversation DO_NOT_FIRE","He slides you his contact details ""See you around"" he says as he leaves.",defaultLeave:Leave,
Kang_Counselor_Bar_Encounter_EndGood,DialogOptionSelected,$option == Kang_Counselor_Bar_Encounter_EndGood,"AdjustRepActivePerson 1
SetPersonHidden zarek_yu false
AddPotentialContact zarek_yu
EndConversation DO_NOT_FIRE","He slides you his contact details ""I think you and I will get along"" he says as he leaves.",defaultLeave:Leave,
#Harbringer dialogue
#Guide dialogue
#Kang Locale
,,,,"You take a shuttle down to the surface of Kang

The magnetic field blocks your sensors on your way down, you wonder if this is going to be a problem but it clears by the time you reach the surface.",,
,,,,"Before you lays the munment, the entrance reads",,
,,,,Start,,
,,,,TT,,
,,,,Threat,,
,,,,Misc,,
#Loke Locale
#Vurmun Locale
#Helm Locale

